#Flux in rest frame. Normalised to 1 at 18um.
#wav(um), flux(Jy)
       5.3904628     0.014946592
       5.4204885     0.015049095
       5.4505142    0.0096457291
       5.4805498     0.022247306
       5.5105754     0.020803899
       5.5406011     0.022992021
       5.5706268     0.025631993
       5.6006525     0.028188289
       5.6306881     0.027525158
       5.6607137     0.033336443
       5.6907394     0.033970287
       5.7207651     0.038329797
       5.7507908     0.032834388
       5.7808264     0.037022363
       5.8108521     0.033035210
       5.8408777     0.033493335
       5.8709034     0.037380077
       5.9009291     0.041959236
       5.9309647     0.042446647
       5.9609904     0.046314562
       5.9910160     0.052023344
       6.0210417     0.055884982
       6.0510674     0.057711207
       6.0811030     0.064547521
       6.1111287     0.073841812
       6.1411544     0.099511459
       6.1711800      0.14234720
       6.2012057      0.16065337
       6.2312413      0.15172516
       6.2612670      0.12117931
       6.2912927      0.10458849
       6.3213183     0.091873949
       6.3513440     0.090146043
       6.3813796     0.077546558
       6.4114053     0.073442260
       6.4414310     0.064403180
       6.4714567     0.061031045
       6.5014823     0.066013939
       6.5315179     0.064739975
       6.5615436     0.066852789
       6.5915693     0.067405050
       6.6215950     0.065718982
       6.6516206     0.067432244
       6.6816562     0.059194361
       6.7116819     0.062307101
       6.7417076     0.069808637
       6.7717333     0.065049576
       6.8017590     0.070111962
       6.8317946     0.070881780
       6.8618202     0.071061683
       6.8918459     0.080071476
       6.9218716     0.086158891
       6.9518973      0.12270012
       6.9819329      0.13386247
       7.0119585     0.098134991
       7.0419842     0.090855196
       7.0720099     0.091717057
       7.1020356     0.099365026
       7.1320712      0.10604863
       7.1620969      0.10793761
       7.1921225     0.097532526
       7.2221482      0.10588546
       7.2521739      0.11681143
       7.2822095      0.12403266
       7.3122352      0.13482893
       7.3422608      0.14392867
       7.3722865      0.13127270
       7.4023122      0.16175580
       7.4323478      0.18797143
       7.4623735      0.18986042
       7.5224248      0.22195009
       7.5824762      0.24645246
       7.6425375      0.24693778
       7.7025888      0.23716026
       7.7626402      0.23026956
       7.8227014      0.22570295
       7.8827528      0.21412640
       7.9428141      0.19468014
       8.0028654      0.17927752
       8.0629168      0.16041281
       8.1229781      0.15024619
       8.1830294      0.14844716
       8.1830294      0.14571933
       8.2430808      0.14957051
       8.3031421      0.15334848
       8.3631934      0.16562999
       8.4232448      0.17109193
       8.4833060      0.18758025
       8.5433574      0.20646797
       8.6034187      0.21028359
       8.6634700      0.19807110
       8.7235214      0.17897001
       8.7835827      0.16239592
       8.8436340      0.14800368
       8.9036854      0.14876304
       8.9637467      0.16944770
       9.0237980      0.15417477
       9.0838494      0.14224888
       9.1439106      0.14135146
       9.2039620      0.13804626
       9.2640233      0.14620047
       9.3240746      0.15009139
       9.3841260      0.14705605
       9.4441873      0.15331710
       9.5042386      0.16028520
       9.5642900      0.15838576
       9.6243512      0.17012548
       9.6844026      0.17045390
       9.7444540      0.16776373
       9.8045152      0.16587893
       9.8645666      0.16700228
       9.9246279      0.17254789
       9.9846792      0.17287841
       10.044731      0.17215671
       10.104792      0.17646810
       10.164843      0.17979840
       10.224895      0.18469553
       10.284956      0.18684390
       10.345007      0.19567798
       10.405059      0.20529860
       10.465120      0.21420798
       10.525171      0.22743295
       10.585232      0.22489548
       10.645284      0.22524064
       10.705335      0.23236564
       10.765396      0.23764767
       10.825448      0.24125619
       10.885499      0.25380756
       10.945560      0.27281871
       11.005612      0.28765234
       11.065663      0.30249643
       11.125724      0.36339568
       11.185776      0.46592574
       11.245837      0.49765143
       11.305888      0.44481434
       11.365940      0.40647826
       11.426001      0.37631523
       11.486052      0.35100539
       11.546104      0.34012753
       11.606165      0.33834733
       11.666216      0.33685162
       11.726268      0.33777415
       11.786329      0.33907740
       11.846380      0.35183168
       11.906442      0.36123894
       11.966493      0.36378059
       12.026544      0.35415787
       12.086606      0.36990148
       12.146657      0.37075078
       12.206708      0.37880877
       12.266770      0.39435364
       12.326821      0.40634229
       12.386872      0.41562403
       12.446934      0.42662740
       12.506985      0.44268688
       12.567046      0.45644946
       12.627098      0.47320345
       12.687149      0.52505107
       12.747210      0.74879182
       12.807262      0.88964750
       12.867313      0.61157395
       12.927374      0.44245050
       12.987426      0.42160685
       13.047477      0.41215148
       13.107538      0.42386401
       13.167590      0.43980216
