#Flux in rest frame. Normalised to 1 at 18um.
#wav(um), flux(Jy)
       5.2150727      0.35838600
       5.2458936     0.057642127
       5.2767160      0.20853268
       5.3075369      0.17751247
       5.3383578     0.049684093
       5.3691801      0.13378847
       5.4000011      0.34862129
       5.4308220      0.13089894
       5.4616438      0.13968233
       5.4924652      0.22921140
       5.5232861      0.18687573
       5.5541080      0.17504078
       5.5849294     0.036907161
       5.6157512      0.16470765
       5.6465721      0.18551682
       5.6773945      0.10464306
       5.7082154      0.10349271
       5.7390363      0.27286811
       5.7698572      0.36338980
       5.8006795      0.27925619
       5.8315014      0.23586903
       5.8623223      0.18682630
       5.8931437      0.22005638
       5.9239656      0.26343508
       5.9547865      0.24341910
       5.9856074      0.39063955
       6.0164297      0.38601430
       6.0472506      0.33490408
       6.0780715      0.34052591
       6.1088939      0.55355320
       6.1397148      0.58906468
       6.1705357      0.80653505
       6.2013576      0.98413149
       6.2321789      0.95892115
       6.2629998      0.92068682
       6.2938217      0.78387755
       6.3246431      0.59656566
       6.3554650      0.53863868
       6.3862859      0.52046477
       6.4171068      0.44514480
       6.4479291      0.41623905
       6.4787500      0.51910249
       6.5095709      0.49918753
       6.5403933      0.41689681
       6.5712142      0.34250340
       6.6020351      0.42337900
       6.6328574      0.46254092
       6.6636783      0.46312072
       6.6944992      0.42286561
       6.7253211      0.41396948
       6.7561425      0.44358127
       6.7869644      0.49412657
       6.8177853      0.43388963
       6.8486066      0.45277676
       6.8794285      0.38179742
       6.9102494      0.49868978
       6.9410713      0.46909394
       6.9718927      0.52012499
       7.0027136      0.46102443
       7.0335354      0.42178153
       7.0643568      0.40381578
       7.0951777      0.56917276
       7.1259996      0.72657549
       7.1568205      0.51038148
       7.1876428      0.64252706
       7.2184638      0.66050744
       7.2492847      0.57088158
       7.2801070      0.59966665
       7.3109279      0.79005442
       7.3417488      0.82819714
       7.3725712      0.90810874
       7.4033921       1.0220283
       7.4342130       1.0471406
       7.4650348       1.1342914
       7.4938390       1.4810367
       7.5556032       1.5885637
       7.6173697       1.5675439
       7.6791349       1.5098413
       7.7409005       1.3006553
       7.8026656       1.2858128
       7.8644322       1.2067236
       7.9261978       1.1041212
       7.9879625      0.96184448
       8.0497295      0.76399280
       8.1114947      0.77194729
       8.1732598      0.78022371
       8.2350259      0.68463709
       8.2967911      0.62670229
       8.3585571      0.67581872
       8.4203223      0.80847437
       8.4820884      0.80101005
       8.5438535      0.98348532
       8.6056206      0.98063981
       8.6673848      0.82691796
       8.7291509      0.73234792
       8.7909170      0.55733871
       8.8526821      0.42768034
       8.9144472      0.40312546
       8.9762133      0.39354163
       9.0379785      0.28402550
       9.0997446      0.34238197
       9.1615097      0.29383966
       9.2232758      0.36634327
       9.2850419      0.30560693
       9.3468070      0.34893432
       9.4085722      0.28388408
       9.4703373      0.23056255
       9.5321044      0.33086056
       9.5938695      0.36509799
       9.6556347      0.34198551
       9.7174008      0.34151870
       9.7791668      0.25449806
       9.8409320      0.25894955
       9.9026981      0.24804148
       9.9644594      0.33307297
       10.026230      0.26191722
       10.087992      0.29388677
       10.149763      0.37220722
       10.211525      0.23837196
       10.273296      0.27228397
       10.335058      0.28028576
       10.396819      0.19483025
       10.458590      0.33094753
       10.520351      0.35082657
       10.582123      0.39056725
       10.643885      0.44104605
       10.705646      0.45041916
       10.767418      0.40184132
       10.829179      0.40686544
       10.890950      0.51225803
       10.952711      0.58437316
       11.014483      0.70019635
       11.076244      0.80759688
       11.138006       1.1271197
